experiment,experiment_dir,model,category,dataset,idx,score,true_label,pred_label,image_id,path
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,60,28.21420669555664,1,1,000321_1163_2024327-171033_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,61,4893.34765625,1,1,000385_1208_2024327-165556_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,62,10336.8779296875,1,1,000359_1193_2024327-165642_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,63,6855.7607421875,1,1,000269_1119_2024327-165410_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,64,34807.46484375,1,1,000545_1355_2024327-165223_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,65,76975.6328125,1,1,000232_1035_2024328-224921_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,66,3.776637554168701,0,0,000209_40_2024327-155620_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,67,447.4982604980469,1,1,000301_1147_2024329-151157_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,68,477.8041076660156,1,1,000376_1203_2024329-183140_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,69,715.3831176757812,1,1,000361_1193_2024329-132349_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,70,24067.533203125,1,1,000418_1230_2024327-165353_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,71,19283.865234375,1,1,000429_1236_2024327-165358_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,72,406.6712951660156,1,1,000590_1453_2024330-11174_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,73,4817.37109375,1,1,000246_1083_2024327-165435_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,74,19830.2421875,1,1,000608_1499_2024327-165215_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,75,26072.421875,1,1,000641_1605_2024330-0465_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,76,173.36070251464844,1,1,000238_1065_2024329-173249_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,77,375854.875,1,1,000676_2564_2024329-182745_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,78,4.666739463806152,0,0,000208_40_2024327-15553_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,79,13921.509765625,1,1,000397_1218_2024327-165227_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,80,2681.0546875,1,1,000431_1238_2024329-132347_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,81,9695.6103515625,1,1,000342_1179_2024327-165547_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,82,875133.4375,1,1,000649_1723_2024327-165211_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,83,22286.4609375,1,1,000628_1568_2024330-04629_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,84,5842.462890625,1,1,000254_1104_2024327-165618_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,85,6947.814453125,1,1,000354_1191_2024327-16559_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,86,68950.484375,1,1,000692_892_2024328-224924_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,87,6185.39453125,1,1,000242_1073_2024327-165555_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,88,7.682943820953369,0,1,000222_43_2024327-155627_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,89,19260.404296875,1,1,000622_1532_2024330-0467_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,90,6378.7919921875,1,1,000273_1124_2024327-165455_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,91,3147.515869140625,1,1,000487_1289_2024330-0328_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,92,7512.88818359375,1,1,000434_1239_2024327-165510_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,93,4849.08642578125,1,1,000356_1191_2024327-16565_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,94,8782.1416015625,1,1,000348_1186_2024327-165633_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,95,7913.3203125,1,1,000391_1211_2024327-16561_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,96,11060.337890625,1,1,000520_1321_2024327-165343_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,97,14490.8798828125,1,1,000295_1144_2024327-165644_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,98,19224.9765625,1,1,000598_1472_2024330-03152_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,99,5801.1328125,1,1,000363_1194_2024327-165450_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,100,10350.7734375,1,1,000294_1144_2024327-165627_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,101,6787.47607421875,1,1,000340_1178_2024327-165458_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,102,20858.17578125,1,1,000639_1604_2024330-04610_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,103,313.8666076660156,1,1,000537_1348_2024329-132351_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,104,31313.267578125,1,1,000514_1315_2024327-165258_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,105,112004.171875,1,1,000669_2262_2024329-182740_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,106,34794.78515625,1,1,000427_1235_2024327-16537_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,107,35539.9609375,1,1,000495_1297_2024327-16531_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,108,8034.00439453125,1,1,000251_1094_2024327-165429_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,109,3541.423828125,1,1,000260_1112_2024327-165433_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,110,2369.899658203125,1,1,000508_1308_2024329-103014_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,111,7487.0087890625,1,1,000410_1225_2024327-165534_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,112,13119.9501953125,1,1,000463_1271_2024327-165226_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,113,28200.697265625,1,1,000516_1316_2024327-165233_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,114,211.5243377685547,1,1,000660_2107_2024329-231259_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,115,8977.6484375,1,1,000383_1208_2024327-165440_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,116,202.00421142578125,1,1,000626_1563_2024329-23131_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,117,2952.192138671875,1,1,000478_1282_2024330-03149_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,118,4.093343257904053,0,0,000205_40_2024327-155256_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,119,6837.9970703125,1,1,000344_1181_2024327-165617_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,120,378551.34375,1,1,000683_2956_2024329-182748_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,121,12177.576171875,1,1,000446_1250_2024327-165346_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,122,17806.888671875,1,1,000426_1235_2024327-165357_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,123,34823.1484375,1,1,000494_1296_2024327-165235_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,124,16579.025390625,1,1,000523_1325_2024330-03218_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,125,12616.404296875,1,1,000402_1220_2024327-165426_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,126,14105.5087890625,1,1,000404_1222_2024327-16556_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,127,12264.7080078125,1,1,000602_1479_2024330-04643_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,128,20725.865234375,1,1,000297_1145_2024327-165448_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,129,5968.1796875,1,1,000466_1272_2024327-165523_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,130,6490.44775390625,1,1,000400_1218_2024327-165554_FALSE_T0000_01_CAM,
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,polymer_sheet,131,75781.5703125,1,1,000696_953_2024328-23022_FALSE_T0000_01_CAM,
